lead1,lead2,lead3
1756407145,1085368569,564603957
1864401346,1082649000,1469106880
1478988741,1084507244,1355348979
995561430,1082952705,1870527098
408606358,1085570602,1703228809
1116720758,1084117368,1533851126
277721292,1082400395,57436037
1117683805,1085653985,515477812
813316938,1083812772,2013208383
353343784,1082535551,1097906242
1845622536,1081282498,2086396759
1380411804,1085369071,281874560
1870294326,1085600988,1882472582
562508425,1085156362,1420514697
197348156,1085366939,1321183918
921341268,1083314428,609094400
1405397429,1085144673,1037914176
1450234596,1085593414,901867730
531391656,1085675375,926469616
638409081,1085807243,387312617
1829685718,1082617847,2138293550
688582033,1083213123,1521533302
398882660,1086326533,1796565171
61161904,1079519996,734277756
1151557596,1085562464,1068530583
884234306,1084021539,74210978
806671920,1085046727,1066943185
1616188830,1081947172,1835982574
1562525582,1085183339,1288479667
1393997553,1086210049,2088299142
1086844140,1083747659,1516511102
1559207036,1080437147,997877608
967900777,1085950500,179061538
143257600,1082632237,1743941640
715027925,1084273545,1982535609
677458940,1086307925,589258109
893728603,1084270138,1691989574
2006999104,1086300554,1316062834
1775956144,1085620664,1849502671
24868711,1085519618,1720788237
1577632450,1085837279,702974880
819020768,1080048600,1427090922
1523656931,1085301895,2041600915
1717179728,1084982657,100586117
732788864,1079545117,1020708704
1301191454,1082506883,557953456
862763371,1085576383,377965993
1892898523,1085854936,1440518355
1909735399,1085650230,743597358
417229656,1082662857,442327079
49654371,1082272754,718314296
1903922687,1085755656,866932035
368823926,1085265482,1556979494
157132468,1082352998,1359992160
1110102901,1085473359,764444731
1108958060,1085145554,1730744963
936622580,1083980276,1934248225
2144377089,1084725330,1606598097
399467301,1085315068,726674725
1605628384,1085976960,1557573460
1053708333,1086397597,233100422
1644137572,1086375673,1653881842
2005657810,1087444271,890377928
408203713,1087814095,1654379317
118020107,1087773481,10993868
797043208,1087592964,460637638
590783409,1087609366,1868214893
893709473,1087505716,580471745
1375806849,1087463325,448802
636385566,1087299638,1163536428
1635377136,1086556037,2093452028
1876785861,1086061673,1793847356
877229970,1083984838,1966203712
1803529664,1084591471,1670523387
1167517652,1085462147,706518154
423341360,1082741023,1182894517
869185969,1084360379,750166883
86576530,1083275825,1046710306
243365948,1083121475,992733784
788420747,1083703883,348878680
1301778556,1085778520,1036196252
1345073676,1083849645,1328624700
506056164,1084745394,740722346
49440016,1081201719,407126512
1975939038,1084810119,331924999
437647558,1082569816,1787533732
685322496,1085399601,107385526
949526407,1085848247,1753365801
1747746774,1084230186,28301638
370314642,1085390735,191820786
1550895137,1085498905,1273590152
1027872998,1084622900,1669251543
1186761988,1085117362,1059406555
145953285,1083504015,1672951439
1266296858,1083869394,1790745728
1991270558,1084202053,2016602729
830053789,1086347497,1010145618
635599448,1086695077,626697158
1014375040,1084394680,274571614
1549731662,1082691224,410619446
2131087510,1082719366,2017114618
350863293,1085438686,1681726071
623535216,1080802551,1429720296
747971836,1081817335,1730784147
1010899874,1085423560,872712967
103768531,1085224744,1772561212
1959005964,1084964368,1729692128
1284304665,1085385473,803262875
961055702,1084272620,1972023412
54108146,1084074616,1315043867
1269000544,1084711392,420810436
2093191128,1080212075,1910674196
1834288355,1086375826,1686322227
1828800734,1084716907,1478984099
1399008592,1086241954,108835023
155731629,1085210869,1841355035
1568476526,1085353004,1086445821
714256510,1085980935,2071306282
1477111434,1084340464,263018732
1182324622,1085159854,1323756853
414640846,1084904141,2109381656
222775710,1086322030,73112012
1461096834,1085175340,1711350489
1985009988,1081946080,1519204732
642385190,1085995978,1290117081
664844828,1084985650,477676588
362603534,1083918719,1946054768
622830852,1083796393,116808896
1258143237,1084783931,1557114072
324992121,1085384674,1115835046
2000015049,1083197780,1903771766
1050484210,1084924205,1180166405
322228638,1082713564,2009368838
242073608,1086052861,1308337494
492986394,1083249913,544399347
1032864510,1085608142,1376484223
776484082,1082979108,603084431
1533128714,1085057196,363058118
612350624,1082998501,986865564
580046400,1078049538,1408341086
882844214,1084710682,2006150440
1674846219,1084104648,3567630
1454675790,1085540981,1576569060
1383028218,1085190839,1054095780
238512895,1085558654,886892262
1757902188,1083554330,2075127785
578693514,1084344098,1623326736
115217971,1084874987,423852617
2054176788,1085295343,1203408338
1959707880,1083879750,1939454074
297255616,1082286841,650707911
577013481,1084299775,158378952
254754153,1084605357,684232544
614869534,1083448000,147128348
1293794229,1084156160,456745669
1374105250,1081809173,1080526717
549875617,1085633622,109058341
816528658,1085468112,441834917
992828794,1084365440,237330703
479341444,1085580463,1185406908
1862812828,1082403483,1728454324
553945041,1082597944,1680282060
2076592720,1084441965,9467644
190978274,1085215156,2133238793
1422144812,1081708056,2030277368
736519310,1081324166,793207843
2105109855,1084205298,888619919
1391255482,1084723612,1260282906
1804727297,1084070404,811775784
840936660,1085543952,2061672462
1224030199,1085489246,41594636
2115084462,1084533668,324754761
226186179,1085322657,1594804111
583998999,1079625961,520745084
1120609058,1084363590,246377987
1379155216,1085520652,651518451
1567164528,1084708207,1180942754
650385373,1084526975,1548279763
1968242690,1083932625,590641536
1337691700,1085330457,2090463580
1740985616,1084806192,1122848156
277110622,1083464529,1589770719
42728124,1084980716,1900229406
2139473244,1081206593,1507440880
1641128595,1085585854,1626477239
979279052,1084381815,1445830931
1161575295,1085484093,1721914050
1881184917,1083428741,978605616
2060327566,1084198981,1830604688
366266186,1084688682,1242124514
1854816916,1085470756,102873972
177774927,1082800345,34440836
1242808324,1083264863,2063665832
1869928502,1084099940,864021187
30528297,1084924655,333650171
1268481338,1084389436,70544552
1643644864,1081503940,1362374846
943914991,1085685068,404324372
1318441400,1084358044,1128674304
820491889,1082823061,1782653546
39854018,1084227715,1316116242
1823218618,1083040864,326892352
926017220,1083006996,1561354028
329205460,1083350748,692676029
483539238,1082014211,157816632
1294245814,1082740387,1284537504
444377655,1082774418,790918010
1040074660,1079594817,631829643
1253101104,1083834915,1351104447
2038959490,1081234410,1647227492
237393391,1083595724,1841098262
1327442300,1084784304,255794311
1362624087,1081862129,1879582479
1020776626,1081497191,215650452
329857598,1084696083,1689324159
374379158,1084738719,1301941787
1356201222,1082203548,84631808
518089151,1085316138,1292741409
1785857354,1083651907,754173921
4992256,1082685267,1480362284
538371328,1079855199,2091474308
1512263053,1084148962,1100078660
1403208402,1083181666,2110757627
1656138577,1082230441,558918456
638257596,1084326570,1001451890
207525644,1079930886,1535889619
2057362934,1081856098,1094056237
551806566,1081619554,1194086724
1666508244,1083283465,387580630
869536524,1083132870,847135498
1117433403,1084833543,1732130451
1126824952,1082785459,660858244
2085039363,1083536114,2054313164
772380967,1084096352,1775911344
841469899,1085123639,1683605624
1075512738,1082928057,2037666452
1738319154,1084669691,1794016896
2026362476,1082601220,833342057
497730672,1084444047,2139882467
1018665616,1079619768,603443456
825348444,1084981888,1701441382
524613842,1084055539,8971044
1864255944,1084327952,682392161
1525365414,1082723941,1844639468
1900193909,1084578891,1383428772
917020714,1083555734,836576863
1235717670,1085204304,1361604450
406788769,1082537786,1334322906
1527017053,1084429696,179727524
1605314532,1083827440,571956965
1226854740,1085197774,617161862
1120421709,1084787773,710967330
1204856851,1085575414,1663664130
847967018,1083492361,1186113348
1810413526,1082969166,2100921462
994037920,1083393955,1146297424
71623678,1082214543,890286646
734836612,1084571799,405165452
1026026733,1084277640,1505159784
297564720,1078011389,917945088
967128838,1084581855,262395614
854374101,1084241480,280728378
1149122381,1083225106,1806437546
1949811990,1083182746,387111968
741584158,1084048463,750599550
1490325934,1079797995,752796849
379972924,1083957915,490112006
1397695974,1082853554,1607579624
631211929,1081490294,1821532599
2087729488,1083272486,1084677948
830103820,1085145911,930144053
703827772,1084943068,1680971448
1613358514,1081372373,1694453000
1744580208,1079803380,337145841
1099679393,1083251902,2009043930
1061663864,1083204076,1535149326
1059297972,1083260630,322819408
490920256,1084854722,707840804
1761665437,1083417454,171048176
302464856,1084885931,2022414308
1409280825,1084811534,203041875
1262000861,1082212697,178777394
1039982880,1082558087,1135185244
1668064150,1082977065,853444721
523760409,1083299156,445466912
489248667,1085458067,2086315204
1969462707,1082081361,2107991186
675370051,1083214662,1806702055
762359420,1085187308,938232150
1511534195,1083745880,1583865600
441394385,1085317034,1066105920
1235268832,1082437713,372602368
370810060,1082461339,160773262
1312426,1079701242,1783723717
238120568,1085260553,221791022
16004562,1083172968,287918802
687984132,1083267015,367979008
825620334,1083008237,222962112
329303743,1083383489,725807457
951278126,1085209261,424801260
1140024472,1084995554,1979462255
256271998,1084395800,2096334213
493246068,1085075845,1670178589
675446358,1083819539,625457248
981992623,1085556793,155762219
86611098,1082767919,1577475668
1980277426,1082444552,1607080290
1615570626,1083921761,1144399480
159612320,1081625541,964554423
2077236412,1084281141,475252702
1261760279,1085641611,1229729135
325210959,1085113512,1309649617
2061877418,1085238310,2028480408
220299972,1084331743,497611901
782245580,1085177835,919427957
1520896214,1082541473,1683276104
373817134,1083217100,1692500203
1766545473,1083396144,1646251268
1336630003,1083552071,737659081
1838586982,1085116922,375096889
147441164,1084745865,1830739831
349880587,1083913330,1261206482
1914053028,1084489495,1276887048
1873829744,1079245331,971042906
774433860,1081697583,1063947040
684944702,1085224262,226610008
1869123136,1081859513,1219639946
336548432,1082868148,353154560
1935890984,1081182765,2021950704
130880283,1085628372,1422702811
1857614864,1085639071,17946854
1542930960,1082303001,262224472
2016964345,1084728899,1796003880
1789869005,1086073657,2032988560
1631687854,1083891100,1336712854
2061693963,1085436371,298978514
278835148,1081193411,1135193641
875754109,1082873623,973268268
1786980446,1083433215,1303069609
551779520,1079037821,622736869
1297828137,1082654611,203243344
1686221618,1085272537,185642735
1637323354,1084469640,1927621198
853679662,1083652982,1004737746
1179517030,1085303553,881127676
196858128,1078914510,312504764
1470988074,1084814771,1948961289
696297784,1084567656,233613852
957729496,1085358979,1081851888
401098477,1084645381,11513362
823657752,1082549980,1481429836
1258097685,1083477220,454609065
1717586016,1084248848,1736982656
1961730966,1083380618,68699406
678845626,1085213805,544198825
1447305782,1082469889,972059104
470571430,1083405773,1377484432
947994236,1081759335,813368829
1738694141,1083542293,1003093973
787161981,1083797827,1046839787
1051204862,1085490197,1685962378
50491456,1077457328,290197724
350742109,1085664696,1090963898
614181796,1083055394,2053926290
1432225784,1083672225,1218089854
351849338,1085721628,1275443311
2135140476,1084397892,378698887
1841522450,1081085710,1659093333
1484940883,1083913852,1796350493
304748640,1083914044,2018928458
1958780716,1081279661,12968641
1496110193,1085587206,1490742578
1261908206,1084424657,1049637098
1976407832,1082261475,1854049312
778842532,1084734727,114839681
606579869,1083434638,851554805
1445387290,1080143712,1467196089
1700407971,1081321536,2137709376
1733456431,1082773247,983970010
1945080617,1085042168,603253062
451893555,1083516070,464671215
1330891078,1085671188,511644562
508451169,1084309524,656594669
131202048,1085523269,428034534
1684159266,1085623948,53754915
1537405448,1081327726,1989941556
996116786,1081356339,693250560
351656097,1085635339,367684984
1256897651,1084727518,173766844
1899391400,1081535520,509469728
1850223215,1084011639,466936316
958160397,1082914410,387200388
630947214,1085436193,110407272
247924492,1079381668,1394516882
56257032,1084077323,2061471807
1012141664,1079869663,1264443189
446948552,1085325390,1117324350
634257033,1082161865,407627825
1144429592,1084836419,1461894744
1179077228,1084336484,1811142815
329408559,1085130088,1689215279
750509272,1082407114,510562568
2071186387,1083272994,629149830
1507927881,1085417139,389895284
55358512,1084343429,597977095
1065203678,1081597758,2086709712
467566468,1085138485,1641899680
512619157,1085620169,2017629139
1099104330,1082836354,515519005
143509136,1084831742,1144564272
1762893998,1084338727,1325907620
720682004,1085219282,1811293040
1999317370,1083192041,68171576
683692489,1085581206,2078071240
829535192,1085578267,2067323938
1885361993,1085287420,2032769758
342622344,1085245290,333902439
498229198,1083381841,548017402
1391467597,1085281936,1472753257
780699986,1082879342,951655004
1156475081,1085461380,1319125228
401474928,1084493777,1093858595
15030812,1084091286,1894498523
1436689821,1081973350,584976608
921222256,1080842619,69258768
1677143423,1083657178,1382646624
780207292,1085482830,64663126
921860450,1083087463,650916271
1653480184,1085438987,1432243804
844394960,1080362557,908166804
29214837,1085246741,1657891646
242565261,1085465890,1223054970
812383576,1083398738,780862970
1855557421,1085469720,1798188924
434073583,1085245132,1224926784
1819581658,1083729937,826490260
70703928,1083181698,1742727238
853531101,1085426946,1494920294
538149380,1083294214,1435749162
411855996,1085672413,383957520
1705715572,1084988147,234039678
591790331,1079410667,1443241784
1730815712,1083367680,1543398618
545285091,1085466733,1873413793
123488948,1084227067,1131766754
605776362,1085324277,1724803622
1284705640,1080994182,1139963598
365102493,1082911913,957032088
1403755642,1085975787,606732882
419533806,1083016686,982496478
893943190,1085597908,1678586584
1183676823,1085385745,303680284
693436440,1080459530,1735935836
1004546977,1083589113,375877084
534654324,1082735469,1780380124
1173176571,1082447081,497579113
2117243065,1085829676,1165044489
715154491,1085424436,2112128047
907498576,1079078134,84988972
1880229110,1082131302,2070365097
965642612,1084341522,174084722
912307694,1085375665,1125384184
920689694,1085196256,117466948
1152720022,1083068307,1739695134
829038428,1081376371,420802492
2114331470,1082501540,324883508
232736953,1085699270,593212740
1558052344,1085383020,1193015407
417048816,1079532562,500799336
1379088706,1085748164,2027986574
626324454,1085473251,950334989
672927586,1084475312,817436044
735269027,1085505197,582740164
1553635030,1083595572,1667789916
858634148,1085762918,1197886453
921260932,1082627302,696483587
793077283,1085794360,578849252
1969656604,1084972259,1163924885
898509638,1082842770,2130002454
178494618,1083920845,763606584
99239225,1085622819,542392786
492299339,1082158280,1083434966
121835062,1082969189,407135199
1888302298,1080946541,1194529601
1139538208,1085445247,1207436407
1431814934,1083358072,1673790820
883856102,1083155229,1826644283
1920795892,1082290693,1550741585
1015093984,1082504858,2141483040
1240017051,1083744672,1778407075
2035403738,1080468027,1061489852
1973610723,1084760451,1677187486
54475629,1085114772,494932604
1429436946,1084348012,1626424410
67288742,1082543872,688467234
759632774,1080228838,1617402846
1887107446,1083411157,1970399006
341757336,1083786106,1302702805
846340619,1083496938,991092029
1138147514,1084467806,17399320
1712277869,1083047787,662682027
605019911,1082994724,660745570
939371566,1085003590,1088367003
1730134912,1081898374,62012916
105590112,1079756895,667134884
765312112,1082648003,1972356424
358136311,1081857982,41378502
1933241644,1085353185,77184309
712065000,1080604295,459156272
1808660343,1084299628,820355419
627556385,1082882979,1859147316
1576007025,1083875560,789386514
1996478580,1078620520,797011052
900039834,1082271019,2052194578
1907697288,1084014193,301016202
1753966824,1083211820,1158563712
80634962,1084104981,609391420
1531897430,1085420083,907082616
114697190,1083638719,913504406
26208771,1085715670,1063626813
1773228350,1085238791,1783529486
491874730,1084071177,463401575
1903670603,1084876893,75184539
1941434880,1076725593,674686760
502444044,1083502037,19711062
790516277,1083584425,982900004
295979788,1081662004,155971256
161965172,1085655271,43547669
2018745260,1081597285,1575608896
1302145696,1084782672,166962303
1001322596,1081922706,1942000394
1309431062,1084747657,1775537046
392045530,1081232378,822593056
126583030,1084070727,1498277919
1519795212,1081867734,1487776176
1438194650,1083124462,369289714
1601952,1082493568,1932758396
85684646,1083111319,95225959
6077304,1084254222,1489905340
436163964,1085462975,317199174
603906863,1084761057,1018596404
273300146,1082528789,663436832
359302350,1085552003,1519707524
87179338,1080309908,411853931
673150748,1084361052,1958110066
1706079966,1084650532,566981948
2075607600,1085376846,1844120596
1276890538,1085345785,805125700
1776347842,1079227690,105348809
1294350148,1082182154,1824433590
1373705486,1085255696,1194551405
164611482,1085079459,1720459525
553741272,1085394780,500080634
726251313,1084628672,1494766312
1149182355,1084894319,258868332
1584256943,1083345061,1110159229
1734138832,1085109002,1344430114
118954950,1085327255,1617665479
1964097931,1085418481,1655891236
989444536,1085382621,1018814956
1913036072,1080479851,1824009952
1507085371,1085324966,176329184
1712661850,1084990084,1506189848
926938030,1085556419,2108836438
729359385,1085358938,1125833834
1905876950,1082738604,803405086
1920478506,1082815039,944321576
1828474755,1084222442,1188885704
1270963984,1082420468,1188715368
405546344,1082089155,765397663
1138655764,1085230441,1539650621
937548809,1085127888,1438335465
2108862858,1082963175,19762640
763487986,1085251169,1909986631
696709400,1084372012,509890799
536923301,1085613174,93979932
2057955660,1084862942,55007670
1524361652,1081603656,1892682456
1662447411,1084024886,1677638449
970228232,1085153687,1054090729
1759514471,1082500339,495144561
206942956,1083715947,159007422
1524513753,1085739326,1043290369
423987546,1084380998,243867550
1328356052,1081943747,964649004
661684580,1082545704,1192357168
436845662,1085409694,1275543850
722083274,1082679580,901125568
1743427576,1081998980,841879168
1331916874,1084793919,505306422
1413659209,1085444490,1678484831
363543526,1082241370,2022511540
82002483,1084314726,583838950
1853843607,1085060928,452563094
364395506,1085475005,580160542
785584189,1082167569,419013792
148603926,1085388126,998156050
762449778,1080105218,762365433
450274188,1085298268,614332929
1591230586,1084787611,643652428
675498540,1084406951,2136289850
656545786,1084928392,1155973394
163552232,1082282535,327263418
1126015110,1083484099,1659286199
1536509613,1084880679,63012738
437795096,1082320370,616269277
1023007944,1080674216,470183402
2039276033,1084900413,1810336255
122945566,1082217353,270076641
1592885084,1083763961,1400537882
1828678490,1084825189,1593679581
1536574879,1085158710,1732586333
65624732,1082273696,487271998
594265245,1085334976,2068742402
429784288,1085268843,1718730723
633307596,1083111922,2035581848
1826599450,1084193423,1016673474
1252240667,1083692770,643395284
261891446,1085086199,1354161860
309313452,1081714322,1608922100
1107102123,1084332038,146638191
1770865262,1085060371,388951085
2010561212,1083380420,1532917929
55986253,1085763662,1595517945
970449952,1084832228,1571624150
394644406,1085045549,1526572947
1499041997,1083668725,267327897
974636188,1085395366,598800410
2065487754,1084103012,1202244221
264185066,1083345361,1990964166
653213738,1085348387,1170767603
1193719955,1085260991,1845866844
36147016,1081853224,587028152
1633098120,1082575768,1533231053
493281834,1083308889,1526498240
1712564977,1082254838,1458266304
962602637,1081724003,1481475971
920802067,1085930793,1784252033
380145691,1085579326,693043947
1791399808,1083344965,1207382018
377810058,1085505986,2010896060
205178996,1083694958,530907933
955651214,1085601428,139134370
238922654,1083482868,1092671275
1452773843,1085090874,165899538
1521088612,1082270984,718817488
1317618132,1080908973,1889652465
1155787276,1085654905,769103275
695202592,1077292088,1307203794
1356223897,1085400243,1894058442
1712630004,1081235327,994158229
543695224,1084242580,2046412493
1603310514,1084661289,760806051
545493315,1084207906,1655528742
1972609241,1084497479,579361730
1832850418,1085357201,1342400135
1206105560,1077929789,1188911572
1021845722,1085709820,740734129
417572664,1085478265,1498629024
725095170,1082580944,1393051577
732867921,1085446323,1104322218
1968617905,1081299609,1206433553
10592858,1084532024,4538792
1244732396,1085464660,1157389336
2045948876,1081724651,1875401453
262911640,1083242421,880278110
1623315578,1085200736,210237922
1062626384,1085215048,376933096
732444265,1083256062,211881499
115496860,1084812047,184029228
870850038,1084263621,387231324
1851990768,1085129872,1422094972
1985678810,1084373118,1691164686
1047561690,1082551701,689977900
196104818,1085638327,1724449277
481153309,1084417795,1072088135
29653000,1085569806,994012720
863806896,1079857032,2106876654
82261738,1082591315,1837655871
1302871656,1081495834,479775232
1449517392,1081310817,1851548802
1164885802,1085335352,306871609
215355858,1081323615,395001424
987423265,1084610874,355984130
850328224,1084512605,255828534
1869695634,1084365970,185046957
939956918,1082430716,882304213
744309120,1079899014,519210165
2027228413,1080916145,621690006
1480648176,1084254790,274278696
998870794,1085247522,969439237
1826259715,1085600487,2035718748
416583319,1085411392,2052705945
2066597491,1083038940,32575152
1506126755,1081088268,42302122
1578900653,1084417662,1537168412
793263523,1085265109,130686071
177674170,1084911528,1836799879
810755544,1084219245,1740706576
551155184,1081360818,1661115916
73017434,1080992670,1658559258
880907800,1080427662,1483806305
490827695,1085565645,5793225
989876599,1084314322,1927665851
1361992871,1084370497,784335664
1779974303,1083941561,182511432
1242170099,1085309278,521474368
312894621,1082278755,2094511374
257126634,1085193052,1906093460
1914581624,1082093654,1458366580
1850048198,1085455210,1319681929
635681930,1083186698,309818330
1505816292,1084418453,182256431
838526409,1083694948,2104564012
276200426,1086274038,1966752968
152530236,1085302032,1706563468
1872822448,1079323148,780562552
1449356308,1081125001,649920282
1493436830,1081745440,1183776659
2113294128,1085675310,1030363239
1496957265,1085480739,1467740256
1477436189,1083594867,1813236467
505871495,1085968208,1771876202
1155261641,1084412828,1968993112
1795271806,1083491455,899265902
817514902,1084893556,899473021
937453284,1081145925,2103682938
506256776,1082507971,1707332066
270362546,1085502781,1557015828
2049305778,1085046297,1348365666
305154118,1085587296,966584723
1239915458,1085727594,1635297548
873016758,1084690608,686915721
107259807,1085673033,783113180
1376820232,1085063936,1173578299
657781506,1082719886,1656389624
1894971538,1084409138,1157690322
1482630094,1084941404,1393854224
1206725947,1084576987,1565908301
1457713648,1084319347,1019069780
1257804402,1085230411,528600282
1237558178,1085253054,600339430
1955085206,1084958070,81934190
1524452608,1074612850,1261280184
893601704,1082475304,340635489
1671233595,1085122188,1843702258
23982109,1085486036,817573036
1441196477,1085360482,1736268741
345213346,1083772021,745503200
1224823035,1084932358,623308502
445921183,1085820112,1952157494
912375752,1081013236,165898542
367429484,1083310652,1319910370
1305991703,1084300337,341181089
118876272,1081591402,693857164
636715900,1083312515,1604655714
1704895313,1083698081,1743477970
704367348,1085456095,1791949144
27586023,1084240372,928948066
1979894098,1083280153,1654040068
327948538,1085905507,1382480194
382782500,1082279198,55697734
833079779,1084783426,1759500925
483283487,1084333894,1923326318
965773251,1084028383,98966585
1678761916,1083839529,1352838166
228701097,1084367824,18133587
1598813715,1085420526,1063056984
742712889,1085542291,757322192
1617921726,1083454581,853863680
1346115898,1084450311,1411306334
652331665,1085437231,2015377830
152030518,1084208662,220185164
537107977,1083936719,1189072846
516550798,1084286073,1131431544
1526975603,1085425396,1789154876
43200656,1079811402,1987134688
91176112,1080519376,481510390
650143060,1081660001,240206606
1307034885,1085108831,787253234
1470678609,1084344473,297188756
2016838094,1084740756,1791030702
641484854,1085318017,1682624406
1078020343,1083449019,325897274
2118409632,1085102306,294124871
411917866,1083252189,1458588213
768396625,1085324587,1994626424
1190825321,1084434562,1256623402
259100949,1084091492,1709337639
1433585712,1081125916,485112851
859953975,1079566294,1443513519
419172530,1083350964,858714909
1467746634,1084915653,251718068
734431641,1083439063,171821728
699171896,1084676244,565289916
682649101,1084523290,401080707
330089096,1081179220,1787760678
1351348446,1083311584,1638403955
533044307,1085756372,333373216
93480600,1083945189,760041318
1727987059,1083310369,785278890
396764150,1084940583,1863659878
782193304,1080241195,1007367360
2094064996,1083655346,769669177
1408757387,1084513487,1896325341
2028707916,1080495608,1185749855
824677033,1085535905,1508707269
1945513936,1082800520,1035618771
314499330,1085580368,2103061776
913739424,1084745449,1598941448
1325183613,1081243979,1357284392
1235166420,1080984214,1019823066
1374104888,1080514591,316307270
2056546068,1084864179,659224792
1845735386,1085478975,1092661764
1415638388,1083127389,2077440688
1897201870,1084802757,584035970
466069868,1082127980,1627596814
1472711266,1082162715,488249720
1113374908,1085310386,1900615083
442613529,1084229033,1030409814
948359464,1082380925,316457942
1409624558,1082981018,597918728
1301245508,1084365057,1991789680
1748145564,1084402470,911986793
1361448195,1081393819,1688094888
1907176136,1085340034,1726153044
427924324,1084806725,537439512
2039675657,1084543114,975217525
1615352733,1084113602,1265744415
573052130,1085362134,1048703902
986982216,1085642205,1274094446
807015288,1082132985,1953800064
261953811,1085476232,1890710062
409828060,1080569678,707024811
1226438880,1085091320,525865744
1235160856,1081416187,1740128576
1934302926,1082456902,297540570
1010353246,1084594037,1354993814
982584617,1084345347,645344698
2065269162,1083814255,2133860284
251114178,1083190749,1247916156
1814133370,1080899204,1362230284
510172024,1085404275,425197814
415647153,1083449189,340439836
420535306,1083930510,2146757093
1796859534,1085701976,976239840
1530435272,1084141625,1669811778
991658640,1078081996,1332488584
1845279682,1083726542,838229296
1440119816,1076010780,1600726700
674699080,1085295554,1219509312
840252248,1085521912,651821639
1737069780,1076983263,1098344786
541214332,1085840579,1108326738
657125208,1085459467,1283929019
692730196,1085481955,1816570078
1125541412,1083777087,428255065
647812432,1081839681,1968909158
951251414,1086003245,1535405914
2129355747,1084476238,1255305888
1327091347,1084561206,295301619
156309189,1085580203,1672554850
1620370708,1080836284,1784812920
2109002882,1082380521,846006958
1309785432,1084683271,171131460
124546931,1084507819,1277902678
1552326003,1085468331,493918784
2073703663,1085587226,475946176
5150608,1083253818,453792334
1360148686,1085841944,1284938821
943302488,1085965038,113352338
1832155145,1085380288,1143378265
615847142,1085737289,1391032732
1200883559,1085630953,1474429564
1861195647,1083204989,1554409416
708153284,1083435443,2015727944
180729398,1084788643,671662170
2064898852,1084510508,253981866
1771084731,1082289296,639847136
1896814600,1084500839,1529705470
1397597188,1085034926,1173048256
852442673,1084414734,974138844
530143080,1083075200,648784272
854290584,1082751358,218878343
1955269767,1082231344,107006146
328865084,1084503622,525322871
1774043130,1085358374,879674033
1389594467,1082162256,908946814
1006330688,1077350356,300862034
812361868,1083846339,1732874069
503347006,1082912842,1714565600
677083298,1084718657,259345844
1438912994,1083025698,766374071
415801187,1085072684,1466353492
1745687818,1083173396,1717471095
1515219227,1083435234,589127784
1241200948,1083366354,820560370
103435497,1080984307,749882791
1280345393,1084257668,787809148
541001908,1084310861,530070739
1629633671,1085044452,1156610344
1457471466,1083781974,1088946877
548642498,1085431879,884169071
1474281619,1083564938,803357880
1264130741,1084843126,1986792084
2073133436,1083395352,705046020
91052324,1085497709,631197980
687798732,1081122992,472473585
1789056200,1085281197,1183272843
1271218745,1084338663,1147702244
328929666,1083965039,562219059
2120455524,1083324122,1165473405
702628000,1076247719,5732250
105021625,1085286085,1632720255
574667797,1084662314,1939178351
2099454190,1084384555,1612824416
1405995290,1085850694,1098672077
2122146770,1082197799,963454079
925527690,1085240327,1626472497
802449506,1085217522,1253807281
1669763597,1084727571,1854565217
834510768,1083110877,1912750498
2051138671,1083326748,710818293
625325397,1085692855,785893995
1560259682,1084813927,783774757
1833875110,1083800612,1331694136
1205651412,1083763004,2071781704
1319181930,1084765322,634725750
1694211088,1085171108,1225157032
319758960,1085129038,314327337
714362026,1083428652,909648687
1322976936,1078788276,1232201572
916314130,1085171463,330819524
458500099,1082363610,1180727332
1474481572,1083682736,686226832
1082028274,1081085882,1673780694
1150064680,1085319777,1412821632
166958351,1085066869,452800910
1232290756,1084598453,1194728342
1895794663,1082718739,30789580
1402843701,1082490443,1563816502
1117550932,1082365148,542361224
948942161,1085217992,655196366
660304862,1082756213,1279844697
1331406538,1083926760,1096139314
1447643962,1085440664,1110988075
1937595814,1082038271,568335673
1470574688,1082135892,1994888784
233448308,1084673296,1485458280
248082580,1079038965,1504053906
130860838,1083734283,78122472
1023408066,1082142758,794450784
404827132,1082656824,346749420
1992242768,1080665107,1819499392
1617469234,1082332936,1039414637
1712593074,1081276936,1185344758
1397093024,1081804369,1020127595
1752782793,1084858682,1887406469
600929041,1082252295,1166507012
1157065350,1082547261,988748103
1980636768,1079739774,786626984
1253827270,1082351514,1432048786
1849841317,1083013175,1993055798
1259080990,1083503065,19696576
794449672,1085058248,687622690
1255406946,1084251955,1630803584
788777966,1083118496,1141378188
189683291,1082594771,1216940918
171984376,1081085952,2121590591
1458648420,1081363148,865778222
1478589390,1085024630,1475314845
1504044858,1081710595,1670697872
414844570,1083725013,1651249613
1266417877,1085124171,778795096
1057891973,1084682750,767721118
1299375124,1085408940,896844788
774702894,1082850208,1919346982
1354627579,1085373020,812978618
585641797,1083308644,1926032248
1227558188,1081153438,1769128348
1169157643,1085278729,1381593266
23158061,1083229738,1634654021
1725441672,1085174603,1915856880
1462258987,1084233258,114091072
269327150,1081477305,427385944
471564707,1083203301,1981626720
1365023047,1083962243,509467551
722950880,1079745717,1574244350
1929279133,1083307791,1152824982
1977861885,1084302063,923241611
1537987306,1082793790,826197354
303459702,1084813915,251886647
83655311,1084457225,637007420
1139533124,1084758754,69921927
